artifact_name,source_row_index,split,primary_layer,gold_label,predicted_label,purist_correct,pragmatic_correct,hidden_families,first_failure_owner,first_failure_reason,evidence_exact,selected_operand_complete,deterministic_correct,oracle_candidate_presence,oracle_graph_representability
gan2026_llm_heavy_evidence_selection_with_deterministic_adapters_validation250_gpt41mini_v1_live_2026-06-03.jsonl,5082,validation,final_projected_label,seizure free for multiple month,seizure free for 6 month,True,True,seizure_free_duration;current_vs_historical,none,primary layer is Purist-correct,True,True,,,
gan2026_llm_heavy_evidence_selection_with_deterministic_adapters_validation250_gpt41mini_v1_live_2026-06-03.jsonl,5092,validation,final_projected_label,seizure free for multiple month,no seizure frequency reference,False,False,seizure_free_duration;current_vs_historical,llm_clinical_selection,raw model clinical selection was already wrong,True,True,,,
gan2026_llm_heavy_evidence_selection_with_deterministic_adapters_validation250_gpt41mini_v1_live_2026-06-03.jsonl,5110,validation,final_projected_label,seizure free for multiple month,no seizure frequency reference,False,False,seizure_free_duration;diary_or_log_aggregation,llm_clinical_selection,raw model clinical selection was already wrong,True,True,,,
gan2026_llm_heavy_evidence_selection_with_deterministic_adapters_validation250_gpt41mini_v1_live_2026-06-03.jsonl,5121,validation,final_projected_label,seizure free for multiple month,no seizure frequency reference,False,False,seizure_free_duration;current_vs_historical;competing_semiologies,llm_clinical_selection,raw model clinical selection was already wrong,True,True,,,
gan2026_llm_heavy_evidence_selection_with_deterministic_adapters_validation250_gpt41mini_v1_live_2026-06-03.jsonl,5136,validation,final_projected_label,seizure free for multiple month,seizure free for 3 month,True,True,seizure_free_duration;diary_or_log_aggregation;current_vs_historical,none,primary layer is Purist-correct,True,True,,,
gan2026_llm_heavy_evidence_selection_with_deterministic_adapters_validation250_gpt41mini_v1_live_2026-06-03.jsonl,5141,validation,final_projected_label,seizure free for multiple month,seizure free for 1.5 month,True,True,seizure_free_duration;current_vs_historical,none,primary layer is Purist-correct,True,True,,,
gan2026_llm_heavy_evidence_selection_with_deterministic_adapters_validation250_gpt41mini_v1_live_2026-06-03.jsonl,5197,validation,final_projected_label,seizure free for multiple month,seizure free,True,True,seizure_free_duration;current_vs_historical,none,primary layer is Purist-correct,True,False,,,
gan2026_llm_heavy_evidence_selection_with_deterministic_adapters_validation250_gpt41mini_v1_live_2026-06-03.jsonl,5210,validation,final_projected_label,seizure free for multiple month,seizure free,True,True,seizure_free_duration;current_vs_historical,none,primary layer is Purist-correct,True,False,,,
gan2026_llm_heavy_evidence_selection_with_deterministic_adapters_validation250_gpt41mini_v1_live_2026-06-03.jsonl,5221,validation,final_projected_label,seizure free for multiple month,seizure free for 1 year,True,True,seizure_free_duration;current_vs_historical;competing_semiologies,none,primary layer is Purist-correct,True,True,,,
gan2026_llm_heavy_evidence_selection_with_deterministic_adapters_validation250_gpt41mini_v1_live_2026-06-03.jsonl,5248,validation,final_projected_label,seizure free for multiple year,seizure free for 2 year,True,True,seizure_free_duration;current_vs_historical;competing_semiologies,none,primary layer is Purist-correct,True,True,,,
gan2026_llm_heavy_evidence_selection_with_deterministic_adapters_validation250_gpt41mini_v1_live_2026-06-03.jsonl,5331,validation,final_projected_label,seizure free for 12 month,seizure free for 12 month,True,True,seizure_free_duration;current_vs_historical,none,primary layer is Purist-correct,True,True,,,
gan2026_llm_heavy_evidence_selection_with_deterministic_adapters_validation250_gpt41mini_v1_live_2026-06-03.jsonl,5345,validation,final_projected_label,seizure free for multiple month,seizure free for 3 to 6 month,True,True,seizure_free_duration,none,primary layer is Purist-correct,True,True,,,
gan2026_llm_heavy_evidence_selection_with_deterministic_adapters_validation250_gpt41mini_v1_live_2026-06-03.jsonl,5351,validation,final_projected_label,seizure free for 18 month,seizure free for 18 month,True,True,seizure_free_duration;competing_semiologies,none,primary layer is Purist-correct,True,True,,,
gan2026_llm_heavy_evidence_selection_with_deterministic_adapters_validation250_gpt41mini_v1_live_2026-06-03.jsonl,5379,validation,final_projected_label,seizure free for multiple month,seizure free for 6 month,True,True,seizure_free_duration;current_vs_historical;competing_semiologies,none,primary layer is Purist-correct,True,True,,,
gan2026_llm_heavy_evidence_selection_with_deterministic_adapters_validation250_gpt41mini_v1_live_2026-06-03.jsonl,5406,validation,final_projected_label,seizure free for multiple month,0 per 2 month,True,True,seizure_free_duration;current_vs_historical,none,primary layer is Purist-correct,True,True,,,
gan2026_llm_heavy_evidence_selection_with_deterministic_adapters_validation250_gpt41mini_v1_live_2026-06-03.jsonl,5476,validation,final_projected_label,unknown,1 per month,False,False,unknown_boundary;cluster_burden;rate_bucket_or_denominator;uncertainty_or_ambiguity,llm_clinical_selection,raw model clinical selection was already wrong,True,True,,,
gan2026_llm_heavy_evidence_selection_with_deterministic_adapters_validation250_gpt41mini_v1_live_2026-06-03.jsonl,5490,validation,final_projected_label,unknown,unknown,True,True,unknown_boundary;diary_or_log_aggregation;rate_bucket_or_denominator;competing_semiologies;uncertainty_or_ambiguity,none,primary layer is Purist-correct,False,True,,,
gan2026_llm_heavy_evidence_selection_with_deterministic_adapters_validation250_gpt41mini_v1_live_2026-06-03.jsonl,5491,validation,final_projected_label,unknown,2 per 6 week,False,False,unknown_boundary;current_vs_historical;competing_semiologies;uncertainty_or_ambiguity,llm_clinical_selection,raw model clinical selection was already wrong,True,True,,,
gan2026_llm_heavy_evidence_selection_with_deterministic_adapters_validation250_gpt41mini_v1_live_2026-06-03.jsonl,5504,validation,final_projected_label,unknown,occasional per year,False,False,unknown_boundary;uncertainty_or_ambiguity,operand_exposure,model did not expose complete adapter operands,True,False,,,
gan2026_llm_heavy_evidence_selection_with_deterministic_adapters_validation250_gpt41mini_v1_live_2026-06-03.jsonl,5507,validation,final_projected_label,unknown,3 per 4 month,False,False,unknown_boundary;current_vs_historical;uncertainty_or_ambiguity,llm_clinical_selection,raw model clinical selection was already wrong,True,True,,,
gan2026_llm_heavy_evidence_selection_with_deterministic_adapters_validation250_gpt41mini_v1_live_2026-06-03.jsonl,5528,validation,final_projected_label,1 per month,1 per month,True,True,current_vs_historical,none,primary layer is Purist-correct,True,True,,,
gan2026_llm_heavy_evidence_selection_with_deterministic_adapters_validation250_gpt41mini_v1_live_2026-06-03.jsonl,5534,validation,final_projected_label,1 per multiple month,1 per 14 day,False,False,unclassified,llm_clinical_selection,raw model clinical selection was already wrong,True,True,,,
gan2026_llm_heavy_evidence_selection_with_deterministic_adapters_validation250_gpt41mini_v1_live_2026-06-03.jsonl,5551,validation,final_projected_label,multiple per day,multiple per day,True,True,rate_bucket_or_denominator;current_vs_historical;competing_semiologies;benchmark_format_convention,none,primary layer is Purist-correct,True,True,,,
gan2026_llm_heavy_evidence_selection_with_deterministic_adapters_validation250_gpt41mini_v1_live_2026-06-03.jsonl,5567,validation,final_projected_label,multiple per week,multiple per week,True,True,rate_bucket_or_denominator;current_vs_historical;competing_semiologies;benchmark_format_convention,none,primary layer is Purist-correct,True,True,,,
gan2026_llm_heavy_evidence_selection_with_deterministic_adapters_validation250_gpt41mini_v1_live_2026-06-03.jsonl,5584,validation,final_projected_label,multiple per week,multiple per week,True,True,cluster_burden;rate_bucket_or_denominator;benchmark_format_convention,none,primary layer is Purist-correct,True,True,,,
gan2026_hybrid_parallel_state_candidate_reasoner_validation750_gpt41mini_v0_deterministic_safety_floor_v2_replay_2026-06-03.jsonl,10,validation,hybrid_adjudicator_with_adapters,4 per day,4 per day,True,True,rate_bucket_or_denominator,none,primary layer is Purist-correct,True,,True,True,True
gan2026_hybrid_parallel_state_candidate_reasoner_validation750_gpt41mini_v0_deterministic_safety_floor_v2_replay_2026-06-03.jsonl,40,validation,hybrid_adjudicator_with_adapters,4 per week,4 per week,True,True,rate_bucket_or_denominator,none,primary layer is Purist-correct,True,,True,True,True
gan2026_hybrid_parallel_state_candidate_reasoner_validation750_gpt41mini_v0_deterministic_safety_floor_v2_replay_2026-06-03.jsonl,79,validation,hybrid_adjudicator_with_adapters,6 to 7 per year,6 to 7 per year,True,True,current_vs_historical,none,primary layer is Purist-correct,True,,True,True,True
gan2026_hybrid_parallel_state_candidate_reasoner_validation750_gpt41mini_v0_deterministic_safety_floor_v2_replay_2026-06-03.jsonl,103,validation,hybrid_adjudicator_with_adapters,2 to 4 per year,2 to 4 per year,True,True,current_vs_historical,none,primary layer is Purist-correct,True,,True,True,True
gan2026_hybrid_parallel_state_candidate_reasoner_validation750_gpt41mini_v0_deterministic_safety_floor_v2_replay_2026-06-03.jsonl,128,validation,hybrid_adjudicator_with_adapters,17 per month,17 per month,True,True,current_vs_historical,none,primary layer is Purist-correct,True,,True,True,True
gan2026_hybrid_parallel_state_candidate_reasoner_validation750_gpt41mini_v0_deterministic_safety_floor_v2_replay_2026-06-03.jsonl,156,validation,hybrid_adjudicator_with_adapters,1 per 6 day,1 per 6 day,True,True,unclassified,none,primary layer is Purist-correct,True,,True,True,True
gan2026_hybrid_parallel_state_candidate_reasoner_validation750_gpt41mini_v0_deterministic_safety_floor_v2_replay_2026-06-03.jsonl,180,validation,hybrid_adjudicator_with_adapters,1 per 7 day,1 per 7 day,True,True,unclassified,none,primary layer is Purist-correct,True,,True,True,True
gan2026_hybrid_parallel_state_candidate_reasoner_validation750_gpt41mini_v0_deterministic_safety_floor_v2_replay_2026-06-03.jsonl,182,validation,hybrid_adjudicator_with_adapters,1 per 2 day,1 per 2 day,True,True,unclassified,none,primary layer is Purist-correct,True,,True,True,True
gan2026_hybrid_parallel_state_candidate_reasoner_validation750_gpt41mini_v0_deterministic_safety_floor_v2_replay_2026-06-03.jsonl,187,validation,hybrid_adjudicator_with_adapters,1 per 7 to 9 day,1 per 7 to 9 day,True,True,cluster_burden,none,primary layer is Purist-correct,True,,True,True,True
gan2026_hybrid_parallel_state_candidate_reasoner_validation750_gpt41mini_v0_deterministic_safety_floor_v2_replay_2026-06-03.jsonl,190,validation,hybrid_adjudicator_with_adapters,1 per 4 week,1 per 4 week,True,True,cluster_burden;competing_semiologies,none,primary layer is Purist-correct,True,,True,True,True
gan2026_hybrid_parallel_state_candidate_reasoner_validation750_gpt41mini_v0_deterministic_safety_floor_v2_replay_2026-06-03.jsonl,198,validation,hybrid_adjudicator_with_adapters,1 per 4 week,1 per 4 week,True,True,unclassified,none,primary layer is Purist-correct,True,,True,True,True
gan2026_hybrid_parallel_state_candidate_reasoner_validation750_gpt41mini_v0_deterministic_safety_floor_v2_replay_2026-06-03.jsonl,212,validation,hybrid_adjudicator_with_adapters,1 per 3 to 4 week,1 per 3 to 4 week,True,True,unclassified,none,primary layer is Purist-correct,True,,True,True,True
gan2026_hybrid_parallel_state_candidate_reasoner_validation750_gpt41mini_v0_deterministic_safety_floor_v2_replay_2026-06-03.jsonl,218,validation,hybrid_adjudicator_with_adapters,1 per 3 week,1 per 3 week,True,True,current_vs_historical,none,primary layer is Purist-correct,True,,True,True,True
gan2026_hybrid_parallel_state_candidate_reasoner_validation750_gpt41mini_v0_deterministic_safety_floor_v2_replay_2026-06-03.jsonl,243,validation,hybrid_adjudicator_with_adapters,1 per 4 month,1 per 4 month,True,True,unclassified,none,primary layer is Purist-correct,True,,True,True,True
gan2026_hybrid_parallel_state_candidate_reasoner_validation750_gpt41mini_v0_deterministic_safety_floor_v2_replay_2026-06-03.jsonl,278,validation,hybrid_adjudicator_with_adapters,multiple per week,multiple per week,True,True,rate_bucket_or_denominator;current_vs_historical;benchmark_format_convention,none,primary layer is Purist-correct,True,,True,True,True
gan2026_hybrid_parallel_state_candidate_reasoner_validation750_gpt41mini_v0_deterministic_safety_floor_v2_replay_2026-06-03.jsonl,280,validation,hybrid_adjudicator_with_adapters,multiple per day,multiple per day,True,True,rate_bucket_or_denominator;current_vs_historical;benchmark_format_convention,none,primary layer is Purist-correct,True,,True,True,True
gan2026_hybrid_parallel_state_candidate_reasoner_validation750_gpt41mini_v0_deterministic_safety_floor_v2_replay_2026-06-03.jsonl,338,validation,hybrid_adjudicator_with_adapters,multiple per month,no seizure frequency reference,True,True,current_vs_historical;benchmark_format_convention,none,primary layer is Purist-correct,True,,True,False,False
gan2026_hybrid_parallel_state_candidate_reasoner_validation750_gpt41mini_v0_deterministic_safety_floor_v2_replay_2026-06-03.jsonl,409,validation,hybrid_adjudicator_with_adapters,1 per month,1 per month,True,True,unclassified,none,primary layer is Purist-correct,True,,True,True,True
gan2026_hybrid_parallel_state_candidate_reasoner_validation750_gpt41mini_v0_deterministic_safety_floor_v2_replay_2026-06-03.jsonl,419,validation,hybrid_adjudicator_with_adapters,2 per year,2 per year,True,True,unclassified,none,primary layer is Purist-correct,True,,True,True,True
gan2026_hybrid_parallel_state_candidate_reasoner_validation750_gpt41mini_v0_deterministic_safety_floor_v2_replay_2026-06-03.jsonl,446,validation,hybrid_adjudicator_with_adapters,2 per week,2 per week,True,True,rate_bucket_or_denominator,none,primary layer is Purist-correct,True,,True,True,True
gan2026_hybrid_parallel_state_candidate_reasoner_validation750_gpt41mini_v0_deterministic_safety_floor_v2_replay_2026-06-03.jsonl,466,validation,hybrid_adjudicator_with_adapters,21 to 28 per month,21 to 28 per month,True,True,unclassified,none,primary layer is Purist-correct,True,,True,True,True
gan2026_hybrid_parallel_state_candidate_reasoner_validation750_gpt41mini_v0_deterministic_safety_floor_v2_replay_2026-06-03.jsonl,467,validation,hybrid_adjudicator_with_adapters,9 per month,9 per month,True,True,current_vs_historical,none,primary layer is Purist-correct,True,,True,True,True
gan2026_hybrid_parallel_state_candidate_reasoner_validation750_gpt41mini_v0_deterministic_safety_floor_v2_replay_2026-06-03.jsonl,531,validation,hybrid_adjudicator_with_adapters,12 to 30 per 3 month,12 to 30 per 3 month,True,True,unclassified,none,primary layer is Purist-correct,True,,True,True,True
gan2026_hybrid_parallel_state_candidate_reasoner_validation750_gpt41mini_v0_deterministic_safety_floor_v2_replay_2026-06-03.jsonl,598,validation,hybrid_adjudicator_with_adapters,1 per 8 month,1 per 8 month,True,True,unclassified,none,primary layer is Purist-correct,True,,True,True,True
gan2026_hybrid_parallel_state_candidate_reasoner_validation750_gpt41mini_v0_deterministic_safety_floor_v2_replay_2026-06-03.jsonl,659,validation,hybrid_adjudicator_with_adapters,2 per 4 day,2 per 4 day,True,True,unclassified,none,primary layer is Purist-correct,True,,True,True,True
gan2026_hybrid_parallel_state_candidate_reasoner_validation750_gpt41mini_v0_deterministic_safety_floor_v2_replay_2026-06-03.jsonl,665,validation,hybrid_adjudicator_with_adapters,2 per 2 week,2 per 2 week,True,True,unclassified,none,primary layer is Purist-correct,True,,True,True,True
gan2026_hybrid_parallel_state_candidate_reasoner_validation750_gpt41mini_v0_deterministic_safety_floor_v2_replay_2026-06-03.jsonl,678,validation,hybrid_adjudicator_with_adapters,2 per 4 month,2 per 4 month,True,True,unclassified,none,primary layer is Purist-correct,True,,True,True,True
gan2026_hybrid_parallel_state_candidate_reasoner_validation750_gpt41mini_v0_deterministic_safety_floor_v2_replay_2026-06-03.jsonl,694,validation,hybrid_adjudicator_with_adapters,1 per week,1 per week,True,True,rate_bucket_or_denominator;current_vs_historical,none,primary layer is Purist-correct,True,,True,True,True
gan2026_hybrid_parallel_state_candidate_reasoner_validation750_gpt41mini_v0_deterministic_safety_floor_v2_replay_2026-06-03.jsonl,704,validation,hybrid_adjudicator_with_adapters,2 per month,2 per month,True,True,cluster_burden,none,primary layer is Purist-correct,True,,True,True,True
gan2026_hybrid_parallel_state_candidate_reasoner_validation750_gpt41mini_v0_deterministic_safety_floor_v2_replay_2026-06-03.jsonl,725,validation,hybrid_adjudicator_with_adapters,1 per day,1 per day,True,True,rate_bucket_or_denominator,none,primary layer is Purist-correct,True,,True,True,True
gan2026_hybrid_parallel_state_candidate_reasoner_validation750_gpt41mini_v0_deterministic_safety_floor_v2_replay_2026-06-03.jsonl,731,validation,hybrid_adjudicator_with_adapters,1 per day,1 per day,True,True,rate_bucket_or_denominator,none,primary layer is Purist-correct,True,,True,True,True
gan2026_hybrid_parallel_state_candidate_reasoner_validation750_gpt41mini_v0_deterministic_safety_floor_v2_replay_2026-06-03.jsonl,743,validation,hybrid_adjudicator_with_adapters,multiple per week,no seizure frequency reference,True,True,rate_bucket_or_denominator;benchmark_format_convention,none,primary layer is Purist-correct,True,,True,False,False
gan2026_hybrid_parallel_state_candidate_reasoner_validation750_gpt41mini_v0_deterministic_safety_floor_v2_replay_2026-06-03.jsonl,744,validation,hybrid_adjudicator_with_adapters,multiple per week,multiple per week,True,True,cluster_burden;rate_bucket_or_denominator;current_vs_historical;competing_semiologies;benchmark_format_convention,none,primary layer is Purist-correct,True,,True,True,True
gan2026_hybrid_parallel_state_candidate_reasoner_validation750_gpt41mini_v0_deterministic_safety_floor_v2_replay_2026-06-03.jsonl,763,validation,hybrid_adjudicator_with_adapters,1 per week,1 per week,True,True,rate_bucket_or_denominator,none,primary layer is Purist-correct,True,,True,True,True
gan2026_hybrid_parallel_state_candidate_reasoner_validation750_gpt41mini_v0_deterministic_safety_floor_v2_replay_2026-06-03.jsonl,790,validation,hybrid_adjudicator_with_adapters,1 per 7 to 10 day,1 per 7 to 10 day,True,True,rate_bucket_or_denominator,none,primary layer is Purist-correct,True,,True,True,True
gan2026_hybrid_parallel_state_candidate_reasoner_validation750_gpt41mini_v0_deterministic_safety_floor_v2_replay_2026-06-03.jsonl,816,validation,hybrid_adjudicator_with_adapters,1 per month,1 per month,True,True,rate_bucket_or_denominator;current_vs_historical;competing_semiologies,none,primary layer is Purist-correct,True,,True,True,True
gan2026_hybrid_parallel_state_candidate_reasoner_validation750_gpt41mini_v0_deterministic_safety_floor_v2_replay_2026-06-03.jsonl,849,validation,hybrid_adjudicator_with_adapters,1 per year,1 per year,True,True,rate_bucket_or_denominator,none,primary layer is Purist-correct,True,,True,True,True
gan2026_hybrid_parallel_state_candidate_reasoner_validation750_gpt41mini_v0_deterministic_safety_floor_v2_replay_2026-06-03.jsonl,854,validation,hybrid_adjudicator_with_adapters,1 per year,1 per year,True,True,rate_bucket_or_denominator,none,primary layer is Purist-correct,True,,True,True,True
gan2026_hybrid_parallel_state_candidate_reasoner_validation750_gpt41mini_v0_deterministic_safety_floor_v2_replay_2026-06-03.jsonl,869,validation,hybrid_adjudicator_with_adapters,multiple per month,no seizure frequency reference,True,True,rate_bucket_or_denominator;benchmark_format_convention,none,primary layer is Purist-correct,True,,True,False,False
gan2026_hybrid_parallel_state_candidate_reasoner_validation750_gpt41mini_v0_deterministic_safety_floor_v2_replay_2026-06-03.jsonl,891,validation,hybrid_adjudicator_with_adapters,1 per 2 day,1 per 2 day,True,True,current_vs_historical;benchmark_format_convention,none,primary layer is Purist-correct,True,,True,True,True
gan2026_hybrid_parallel_state_candidate_reasoner_validation750_gpt41mini_v0_deterministic_safety_floor_v2_replay_2026-06-03.jsonl,899,validation,hybrid_adjudicator_with_adapters,1 per 2 week,1 per 2 week,True,True,current_vs_historical;benchmark_format_convention,none,primary layer is Purist-correct,True,,True,True,True
gan2026_hybrid_parallel_state_candidate_reasoner_validation750_gpt41mini_v0_deterministic_safety_floor_v2_replay_2026-06-03.jsonl,959,validation,hybrid_adjudicator_with_adapters,1 per 2 month,1 per 2 month,True,True,rate_bucket_or_denominator;benchmark_format_convention,none,primary layer is Purist-correct,True,,True,True,True
gan2026_hybrid_parallel_state_candidate_reasoner_validation750_gpt41mini_v0_deterministic_safety_floor_v2_replay_2026-06-03.jsonl,960,validation,hybrid_adjudicator_with_adapters,1 per 2 month,1 per 2 month,True,True,rate_bucket_or_denominator;benchmark_format_convention,none,primary layer is Purist-correct,True,,True,True,True
gan2026_hybrid_parallel_state_candidate_reasoner_validation750_gpt41mini_v0_deterministic_safety_floor_v2_replay_2026-06-03.jsonl,978,validation,hybrid_adjudicator_with_adapters,1 per 2 month,1 per 2 month,True,True,rate_bucket_or_denominator;benchmark_format_convention,none,primary layer is Purist-correct,True,,True,True,True
gan2026_hybrid_parallel_state_candidate_reasoner_validation750_gpt41mini_v0_deterministic_safety_floor_v2_replay_2026-06-03.jsonl,987,validation,hybrid_adjudicator_with_adapters,1 per 2 month,1 per 2 month,True,True,rate_bucket_or_denominator;benchmark_format_convention,none,primary layer is Purist-correct,True,,True,True,True
gan2026_hybrid_parallel_state_candidate_reasoner_validation750_gpt41mini_v0_deterministic_safety_floor_v2_replay_2026-06-03.jsonl,1030,validation,hybrid_adjudicator_with_adapters,1 to 3 per month,1 to 3 per month,True,True,current_vs_historical,none,primary layer is Purist-correct,True,,True,True,True
gan2026_hybrid_parallel_state_candidate_reasoner_validation750_gpt41mini_v0_deterministic_safety_floor_v2_replay_2026-06-03.jsonl,1046,validation,hybrid_adjudicator_with_adapters,3 to 5 per month,3 to 5 per month,True,True,current_vs_historical,none,primary layer is Purist-correct,True,,True,True,True
gan2026_hybrid_parallel_state_candidate_reasoner_validation750_gpt41mini_v0_deterministic_safety_floor_v2_replay_2026-06-03.jsonl,1070,validation,hybrid_adjudicator_with_adapters,3 to 4 per week,3 to 4 per week,True,True,rate_bucket_or_denominator;current_vs_historical,none,primary layer is Purist-correct,True,,True,True,True
gan2026_hybrid_parallel_state_candidate_reasoner_validation750_gpt41mini_v0_deterministic_safety_floor_v2_replay_2026-06-03.jsonl,1094,validation,hybrid_adjudicator_with_adapters,3 to 5 per week,3 to 5 per week,True,True,rate_bucket_or_denominator;current_vs_historical,none,primary layer is Purist-correct,True,,True,True,True
gan2026_hybrid_parallel_state_candidate_reasoner_validation750_gpt41mini_v0_deterministic_safety_floor_v2_replay_2026-06-03.jsonl,1165,validation,hybrid_adjudicator_with_adapters,5 to 7 per 3 week,5 to 7 per 3 week,True,True,competing_semiologies,none,primary layer is Purist-correct,True,,True,True,True
gan2026_hybrid_parallel_state_candidate_reasoner_validation750_gpt41mini_v0_deterministic_safety_floor_v2_replay_2026-06-03.jsonl,1171,validation,hybrid_adjudicator_with_adapters,7 to 9 per 3 week,7 to 9 per 3 week,True,True,competing_semiologies,none,primary layer is Purist-correct,True,,True,True,True
gan2026_hybrid_parallel_state_candidate_reasoner_validation750_gpt41mini_v0_deterministic_safety_floor_v2_replay_2026-06-03.jsonl,1207,validation,hybrid_adjudicator_with_adapters,21 to 28 per 3 month,21 to 28 per 3 month,True,True,unclassified,none,primary layer is Purist-correct,True,,True,True,True
gan2026_hybrid_parallel_state_candidate_reasoner_validation750_gpt41mini_v0_deterministic_safety_floor_v2_replay_2026-06-03.jsonl,1223,validation,hybrid_adjudicator_with_adapters,3 to 4 per week,3 to 4 per week,True,True,rate_bucket_or_denominator;competing_semiologies,none,primary layer is Purist-correct,True,,True,True,True
gan2026_hybrid_parallel_state_candidate_reasoner_validation750_gpt41mini_v0_deterministic_safety_floor_v2_replay_2026-06-03.jsonl,1249,validation,hybrid_adjudicator_with_adapters,2 to 4 per week,2 to 4 per week,True,True,rate_bucket_or_denominator;competing_semiologies,none,primary layer is Purist-correct,True,,True,True,True
gan2026_hybrid_parallel_state_candidate_reasoner_validation750_gpt41mini_v0_deterministic_safety_floor_v2_replay_2026-06-03.jsonl,1281,validation,hybrid_adjudicator_with_adapters,5 to 7 per year,5 to 7 per year,True,True,unclassified,none,primary layer is Purist-correct,True,,True,True,True
gan2026_hybrid_parallel_state_candidate_reasoner_validation750_gpt41mini_v0_deterministic_safety_floor_v2_replay_2026-06-03.jsonl,1317,validation,hybrid_adjudicator_with_adapters,"unknown, multiple per cluster",no seizure frequency reference,True,True,cluster_burden;diary_or_log_aggregation;uncertainty_or_ambiguity;benchmark_format_convention,none,primary layer is Purist-correct,True,,True,False,False
gan2026_hybrid_parallel_state_candidate_reasoner_validation750_gpt41mini_v0_deterministic_safety_floor_v2_replay_2026-06-03.jsonl,1357,validation,hybrid_adjudicator_with_adapters,1 per day,1 per day,True,True,rate_bucket_or_denominator;competing_semiologies,none,primary layer is Purist-correct,True,,True,True,True
gan2026_hybrid_parallel_state_candidate_reasoner_validation750_gpt41mini_v0_deterministic_safety_floor_v2_replay_2026-06-03.jsonl,1363,validation,hybrid_adjudicator_with_adapters,3 per day,3 per day,True,True,rate_bucket_or_denominator;competing_semiologies,none,primary layer is Purist-correct,True,,True,True,True
gan2026_hybrid_parallel_state_candidate_reasoner_validation750_gpt41mini_v0_deterministic_safety_floor_v2_replay_2026-06-03.jsonl,1413,validation,hybrid_adjudicator_with_adapters,9 per month,9 per month,True,True,current_vs_historical;competing_semiologies,none,primary layer is Purist-correct,True,,True,True,True
gan2026_hybrid_parallel_state_candidate_reasoner_validation750_gpt41mini_v0_deterministic_safety_floor_v2_replay_2026-06-03.jsonl,1454,validation,hybrid_adjudicator_with_adapters,7 per week,7 per week,True,True,rate_bucket_or_denominator;current_vs_historical;competing_semiologies,none,primary layer is Purist-correct,True,,True,True,True
gan2026_hybrid_parallel_state_candidate_reasoner_validation750_gpt41mini_v0_deterministic_safety_floor_v2_replay_2026-06-03.jsonl,1486,validation,hybrid_adjudicator_with_adapters,3 per month,3 per month,True,True,current_vs_historical;competing_semiologies,none,primary layer is Purist-correct,True,,True,True,True
gan2026_hybrid_parallel_state_candidate_reasoner_validation750_gpt41mini_v0_deterministic_safety_floor_v2_replay_2026-06-03.jsonl,1573,validation,hybrid_adjudicator_with_adapters,11 per week,11 per week,True,True,rate_bucket_or_denominator;current_vs_historical;competing_semiologies,none,primary layer is Purist-correct,True,,True,True,True
gan2026_hybrid_parallel_state_candidate_reasoner_validation750_gpt41mini_v0_deterministic_safety_floor_v2_replay_2026-06-03.jsonl,1591,validation,hybrid_adjudicator_with_adapters,11 per month,11 per month,True,True,current_vs_historical;competing_semiologies,none,primary layer is Purist-correct,True,,True,True,True
gan2026_hybrid_parallel_state_candidate_reasoner_validation750_gpt41mini_v0_deterministic_safety_floor_v2_replay_2026-06-03.jsonl,1596,validation,hybrid_adjudicator_with_adapters,12 per week,12 per week,True,True,rate_bucket_or_denominator;current_vs_historical,none,primary layer is Purist-correct,True,,True,True,True
gan2026_hybrid_parallel_state_candidate_reasoner_validation750_gpt41mini_v0_deterministic_safety_floor_v2_replay_2026-06-03.jsonl,1597,validation,hybrid_adjudicator_with_adapters,12 per month,12 per month,True,True,current_vs_historical;competing_semiologies,none,primary layer is Purist-correct,True,,True,True,True
gan2026_hybrid_parallel_state_candidate_reasoner_validation750_gpt41mini_v0_deterministic_safety_floor_v2_replay_2026-06-03.jsonl,1636,validation,hybrid_adjudicator_with_adapters,5 per month,5 per month,True,True,current_vs_historical,none,primary layer is Purist-correct,True,,True,True,True
gan2026_hybrid_parallel_state_candidate_reasoner_validation750_gpt41mini_v0_deterministic_safety_floor_v2_replay_2026-06-03.jsonl,1640,validation,hybrid_adjudicator_with_adapters,5 per week,5 per week,True,True,rate_bucket_or_denominator;current_vs_historical;competing_semiologies,none,primary layer is Purist-correct,True,,True,True,True
gan2026_hybrid_parallel_state_candidate_reasoner_validation750_gpt41mini_v0_deterministic_safety_floor_v2_replay_2026-06-03.jsonl,1687,validation,hybrid_adjudicator_with_adapters,multiple per week,multiple per week,True,True,rate_bucket_or_denominator;current_vs_historical;competing_semiologies;benchmark_format_convention,none,primary layer is Purist-correct,True,,True,True,True
gan2026_hybrid_parallel_state_candidate_reasoner_validation750_gpt41mini_v0_deterministic_safety_floor_v2_replay_2026-06-03.jsonl,1694,validation,hybrid_adjudicator_with_adapters,"1 cluster per 2 week, 3 per cluster","1 cluster per 2 week, 3 per cluster",True,True,cluster_burden;current_vs_historical;competing_semiologies,none,primary layer is Purist-correct,True,,True,True,True
gan2026_hybrid_parallel_state_candidate_reasoner_validation750_gpt41mini_v0_deterministic_safety_floor_v2_replay_2026-06-03.jsonl,1695,validation,hybrid_adjudicator_with_adapters,multiple per month,no seizure frequency reference,True,True,diary_or_log_aggregation;current_vs_historical;competing_semiologies;benchmark_format_convention,none,primary layer is Purist-correct,True,,True,False,False
