path,lineage,role,status,notes
src/clinical_extraction/tasks/seizure_frequency/gan2026/components/suspicious_state_policy.py,hybrid-staged-v0,component,needs-decision,"pressure/policy-routing or staged-decision component named in 'staged hybrid assembly' rows (component_evidence_matrix docstring names 'staged hybrid assembly rows'); audit exclusivity to staged_hybrid_assembly v0 lineage in Phase C; imported by artifact_analysis/suspicious_selected_state_routing — has a live cross-module dependent, audit before any move"
src/clinical_extraction/tasks/seizure_frequency/gan2026/components/trigger_context_release_rule.py,hybrid-staged-v0,component,needs-decision,pressure/policy-routing or staged-decision component named in 'staged hybrid assembly' rows (component_evidence_matrix docstring names 'staged hybrid assembly rows'); audit exclusivity to staged_hybrid_assembly v0 lineage in Phase C
src/clinical_extraction/tasks/seizure_frequency/gan2026/components/trigger_release_promotion_analysis.py,hybrid-staged-v0,component,needs-decision,pressure/policy-routing or staged-decision component named in 'staged hybrid assembly' rows (component_evidence_matrix docstring names 'staged hybrid assembly rows'); audit exclusivity to staged_hybrid_assembly v0 lineage in Phase C
src/clinical_extraction/tasks/seizure_frequency/gan2026/components/validation_surface_inventory.py,hybrid-staged-v0,component,needs-decision,pressure/policy-routing or staged-decision component named in 'staged hybrid assembly' rows (component_evidence_matrix docstring names 'staged hybrid assembly rows'); audit exclusivity to staged_hybrid_assembly v0 lineage in Phase C
src/clinical_extraction/tasks/seizure_frequency/gan2026/contract/__init__.py,shared-infrastructure,doc,shared-keep,package init for contract/
src/clinical_extraction/tasks/seizure_frequency/gan2026/contract/benchmark_prediction_repair.py,shared-infrastructure,contract-schema,shared-keep,"shared prediction-repair contract (see also experiments/repair_modes, components/benchmark_renderer_fixture)"
src/clinical_extraction/tasks/seizure_frequency/gan2026/contract/candidate_set.py,shared-infrastructure,contract-schema,shared-keep,core CandidateSet contract — imported by reset pipeline and llm_only_structured_events
src/clinical_extraction/tasks/seizure_frequency/gan2026/contract/clinical_assessment.py,shared-infrastructure,contract-schema,shared-keep,merged clinical-assessment contract for the architecture reset — shared across hybrid/llm-only canonical lines
src/clinical_extraction/tasks/seizure_frequency/gan2026/contract/gold_policy.py,shared-infrastructure,contract-schema,shared-keep,shared gold-label policy contract
src/clinical_extraction/tasks/seizure_frequency/gan2026/contract/label_parser.py,shared-infrastructure,contract-schema,shared-keep,"shared label-parsing contract — imported by pipeline_v1, reset pipeline, and llm_only_structured_events/minimal_evidence_selector"
src/clinical_extraction/tasks/seizure_frequency/gan2026/contract/projection_render.py,shared-infrastructure,contract-schema,shared-keep,projection/render contracts for the architecture reset — shared by reset pipeline and analyzers
src/clinical_extraction/tasks/seizure_frequency/gan2026/contract/schema_repair.py,shared-infrastructure,contract-schema,shared-keep,shared schema-repair module — imported by reset pipeline and llm_only_* canonical/comparator runners
src/clinical_extraction/tasks/seizure_frequency/gan2026/contract/selected_fact.py,shared-infrastructure,contract-schema,shared-keep,minimal selector contract for candidate decisions
src/clinical_extraction/tasks/seizure_frequency/gan2026/contract/verification_decision.py,shared-infrastructure,contract-schema,shared-keep,verification-action contracts for the architecture reset
src/clinical_extraction/tasks/seizure_frequency/gan2026/contract/verification_route.py,shared-infrastructure,contract-schema,shared-keep,verification-route contracts for the architecture reset
src/clinical_extraction/tasks/seizure_frequency/gan2026/data.py,shared-infrastructure,component,shared-keep,"GanRecord/GanFrequencyRecord data loading — used by every architecture (pipeline_v1, reset pipeline, llm_only_*)"
src/clinical_extraction/tasks/seizure_frequency/gan2026/deterministic/__init__.py,deterministic,doc,canonical,package init for deterministic engine (exclusive pipeline_v1 support)
src/clinical_extraction/tasks/seizure_frequency/gan2026/deterministic/candidates.py,deterministic,component,canonical,deterministic extraction/rules engine — exclusive support for canonical pipeline_v1 (Gan2026PipelineV1)
src/clinical_extraction/tasks/seizure_frequency/gan2026/deterministic/deterministic_candidate_pruning.py,deterministic,component,canonical,deterministic extraction/rules engine — exclusive support for canonical pipeline_v1 (Gan2026PipelineV1)
src/clinical_extraction/tasks/seizure_frequency/gan2026/deterministic/deterministic_extraction.py,deterministic,component,canonical,deterministic extraction/rules engine — exclusive support for canonical pipeline_v1 (Gan2026PipelineV1)
src/clinical_extraction/tasks/seizure_frequency/gan2026/deterministic/deterministic_frequency_tokens.py,deterministic,component,canonical,deterministic extraction/rules engine — exclusive support for canonical pipeline_v1 (Gan2026PipelineV1)
src/clinical_extraction/tasks/seizure_frequency/gan2026/deterministic/deterministic_rate_distractors.py,deterministic,component,canonical,deterministic extraction/rules engine — exclusive support for canonical pipeline_v1 (Gan2026PipelineV1)
src/clinical_extraction/tasks/seizure_frequency/gan2026/deterministic/deterministic_rate_extraction.py,deterministic,component,canonical,deterministic extraction/rules engine — exclusive support for canonical pipeline_v1 (Gan2026PipelineV1)
src/clinical_extraction/tasks/seizure_frequency/gan2026/deterministic/deterministic_rate_terms.py,deterministic,component,canonical,deterministic extraction/rules engine — exclusive support for canonical pipeline_v1 (Gan2026PipelineV1)
src/clinical_extraction/tasks/seizure_frequency/gan2026/deterministic/deterministic_selection.py,deterministic,component,canonical,deterministic extraction/rules engine — exclusive support for canonical pipeline_v1 (Gan2026PipelineV1)
src/clinical_extraction/tasks/seizure_frequency/gan2026/deterministic/deterministic_text.py,deterministic,component,canonical,deterministic extraction/rules engine — exclusive support for canonical pipeline_v1 (Gan2026PipelineV1)
src/clinical_extraction/tasks/seizure_frequency/gan2026/deterministic/rule_metadata.py,deterministic,component,canonical,deterministic extraction/rules engine — exclusive support for canonical pipeline_v1 (Gan2026PipelineV1)
src/clinical_extraction/tasks/seizure_frequency/gan2026/deterministic/rules/__init__.py,deterministic,doc,canonical,package init for deterministic engine (exclusive pipeline_v1 support)
src/clinical_extraction/tasks/seizure_frequency/gan2026/deterministic/rules/benchmark_repair.py,deterministic,component,canonical,deterministic extraction/rules engine — exclusive support for canonical pipeline_v1 (Gan2026PipelineV1) — rule module (benchmark_repair)
src/clinical_extraction/tasks/seizure_frequency/gan2026/deterministic/rules/cluster.py,deterministic,component,canonical,deterministic extraction/rules engine — exclusive support for canonical pipeline_v1 (Gan2026PipelineV1) — rule module (cluster)
src/clinical_extraction/tasks/seizure_frequency/gan2026/deterministic/rules/diary.py,deterministic,component,canonical,deterministic extraction/rules engine — exclusive support for canonical pipeline_v1 (Gan2026PipelineV1) — rule module (diary)
src/clinical_extraction/tasks/seizure_frequency/gan2026/deterministic/rules/gan_shorthand.py,deterministic,component,canonical,deterministic extraction/rules engine — exclusive support for canonical pipeline_v1 (Gan2026PipelineV1) — rule module (gan_shorthand)
src/clinical_extraction/tasks/seizure_frequency/gan2026/deterministic/rules/rate.py,deterministic,component,canonical,deterministic extraction/rules engine — exclusive support for canonical pipeline_v1 (Gan2026PipelineV1) — rule module (rate)
src/clinical_extraction/tasks/seizure_frequency/gan2026/deterministic/rules/seizure_free.py,deterministic,component,canonical,deterministic extraction/rules engine — exclusive support for canonical pipeline_v1 (Gan2026PipelineV1) — rule module (seizure_free)
src/clinical_extraction/tasks/seizure_frequency/gan2026/deterministic/rules/temporal_selection.py,deterministic,component,canonical,deterministic extraction/rules engine — exclusive support for canonical pipeline_v1 (Gan2026PipelineV1) — rule module (temporal_selection)
src/clinical_extraction/tasks/seizure_frequency/gan2026/deterministic/temporal.py,deterministic,component,canonical,deterministic extraction/rules engine — exclusive support for canonical pipeline_v1 (Gan2026PipelineV1)
src/clinical_extraction/tasks/seizure_frequency/gan2026/evaluate.py,shared-infrastructure,component,shared-keep,shared scoring/evaluation harness used across architectures
src/clinical_extraction/tasks/seizure_frequency/gan2026/experiments/__init__.py,shared-infrastructure,doc,shared-keep,package init for gan2026 experiments/ subpackage
src/clinical_extraction/tasks/seizure_frequency/gan2026/experiments/ablation_analysis.py,shared-infrastructure,experiment-artifact,shared-keep,"shared experiment-runner infrastructure (artifact IO, run registry/metadata, prompt devset, ablation/audit framework)"
src/clinical_extraction/tasks/seizure_frequency/gan2026/experiments/architecture_component_ablation.py,shared-infrastructure,analyzer,shared-keep,compatibility wrapper re-exporting an artifact_analysis module — collapse target for Phase F.2 DRY-ification
src/clinical_extraction/tasks/seizure_frequency/gan2026/experiments/artifact_io.py,shared-infrastructure,experiment-artifact,shared-keep,"shared experiment-runner infrastructure (artifact IO, run registry/metadata, prompt devset, ablation/audit framework)"
src/clinical_extraction/tasks/seizure_frequency/gan2026/experiments/boundary_state_graph_builder.py,shared-infrastructure,experiment-artifact,shared-keep,"shared experiment-runner infrastructure (artifact IO, run registry/metadata, prompt devset, ablation/audit framework)"
src/clinical_extraction/tasks/seizure_frequency/gan2026/experiments/boundary_state_graph_replay.py,shared-infrastructure,analyzer,shared-keep,compatibility wrapper re-exporting an artifact_analysis module — collapse target for Phase F.2 DRY-ification
src/clinical_extraction/tasks/seizure_frequency/gan2026/experiments/candidate_union.py,shared-infrastructure,experiment-artifact,shared-keep,"shared experiment-runner infrastructure (artifact IO, run registry/metadata, prompt devset, ablation/audit framework)"
src/clinical_extraction/tasks/seizure_frequency/gan2026/experiments/claim_table_component_ablation.py,shared-infrastructure,analyzer,shared-keep,compatibility wrapper re-exporting an artifact_analysis module — collapse target for Phase F.2 DRY-ification
src/clinical_extraction/tasks/seizure_frequency/gan2026/experiments/error_analysis.py,shared-infrastructure,experiment-artifact,shared-keep,"shared experiment-runner infrastructure (artifact IO, run registry/metadata, prompt devset, ablation/audit framework)"
src/clinical_extraction/tasks/seizure_frequency/gan2026/experiments/month_bucket_duration_selection_ablation.py,shared-infrastructure,analyzer,shared-keep,compatibility wrapper re-exporting an artifact_analysis module — collapse target for Phase F.2 DRY-ification
src/clinical_extraction/tasks/seizure_frequency/gan2026/experiments/projection_arbitration_ablation.py,shared-infrastructure,analyzer,shared-keep,compatibility wrapper re-exporting an artifact_analysis module — collapse target for Phase F.2 DRY-ification
src/clinical_extraction/tasks/seizure_frequency/gan2026/experiments/prompt_devset.py,shared-infrastructure,experiment-artifact,shared-keep,"shared experiment-runner infrastructure (artifact IO, run registry/metadata, prompt devset, ablation/audit framework)"
src/clinical_extraction/tasks/seizure_frequency/gan2026/experiments/repair_modes.py,shared-infrastructure,experiment-artifact,shared-keep,"shared experiment-runner infrastructure (artifact IO, run registry/metadata, prompt devset, ablation/audit framework)"
src/clinical_extraction/tasks/seizure_frequency/gan2026/experiments/reset_stage_component_ablation_v6.py,shared-infrastructure,analyzer,shared-keep,compatibility wrapper re-exporting an artifact_analysis module — collapse target for Phase F.2 DRY-ification
src/clinical_extraction/tasks/seizure_frequency/gan2026/experiments/rule_ownership_audit.py,shared-infrastructure,experiment-artifact,shared-keep,"shared experiment-runner infrastructure (artifact IO, run registry/metadata, prompt devset, ablation/audit framework)"
src/clinical_extraction/tasks/seizure_frequency/gan2026/experiments/run_metadata.py,shared-infrastructure,experiment-artifact,shared-keep,"shared experiment-runner infrastructure (artifact IO, run registry/metadata, prompt devset, ablation/audit framework)"
src/clinical_extraction/tasks/seizure_frequency/gan2026/experiments/run_registry.py,shared-infrastructure,experiment-artifact,shared-keep,"shared experiment-runner infrastructure (artifact IO, run registry/metadata, prompt devset, ablation/audit framework)"
src/clinical_extraction/tasks/seizure_frequency/gan2026/experiments/run_registry_report.py,shared-infrastructure,experiment-artifact,shared-keep,"shared experiment-runner infrastructure (artifact IO, run registry/metadata, prompt devset, ablation/audit framework)"
src/clinical_extraction/tasks/seizure_frequency/gan2026/experiments/run_single_task_controls.py,shared-infrastructure,experiment-artifact,shared-keep,"shared experiment-runner infrastructure (artifact IO, run registry/metadata, prompt devset, ablation/audit framework)"
src/clinical_extraction/tasks/seizure_frequency/gan2026/experiments/saturated_surface_evaluation.py,hybrid-rules-adjudicator,experiment-artifact,needs-decision,imports hybrid_rules_candidates_llm_adjudicator — confirm exclusivity to superseded lineage in Phase C
src/clinical_extraction/tasks/seizure_frequency/gan2026/experiments/seizure_free_duration_node_replay.py,shared-infrastructure,analyzer,shared-keep,compatibility wrapper re-exporting an artifact_analysis module — collapse target for Phase F.2 DRY-ification
src/clinical_extraction/tasks/seizure_frequency/gan2026/experiments/seizure_free_duration_projection_ablation.py,shared-infrastructure,analyzer,shared-keep,compatibility wrapper re-exporting an artifact_analysis module — collapse target for Phase F.2 DRY-ification
src/clinical_extraction/tasks/seizure_frequency/gan2026/experiments/single_task_control_prompts.py,shared-infrastructure,experiment-artifact,shared-keep,"shared experiment-runner infrastructure (artifact IO, run registry/metadata, prompt devset, ablation/audit framework)"
src/clinical_extraction/tasks/seizure_frequency/gan2026/experiments/state_graph_diagnostics.py,shared-infrastructure,experiment-artifact,shared-keep,"shared experiment-runner infrastructure (artifact IO, run registry/metadata, prompt devset, ablation/audit framework)"
src/clinical_extraction/tasks/seizure_frequency/gan2026/experiments/synthetic_hard_case_component_stress.py,hybrid-rules-adjudicator,experiment-artifact,needs-decision,stress runner explicitly named for 'gan2026 hybrid adjudicators' (superseded lineage) — confirm in Phase C whether it has any canonical-line use or is exclusive to hybrid_rules_candidates_llm_adjudicator
src/clinical_extraction/tasks/seizure_frequency/gan2026/hybrid/__init__.py,shared-infrastructure,doc,shared-keep,package init for hybrid/
src/clinical_extraction/tasks/seizure_frequency/gan2026/hybrid/hybrid_adjudicator_parser.py,hybrid-rules-adjudicator,component,superseded-candidate,support module exclusively for hybrid_rules_candidates_llm_adjudicator — audit exclusivity in Phase C
src/clinical_extraction/tasks/seizure_frequency/gan2026/hybrid/hybrid_parallel_state_candidate_reasoner.py,hybrid-parallel-state,runner,superseded-candidate,parallel-state candidate reasoner lineage — named superseded-candidate
src/clinical_extraction/tasks/seizure_frequency/gan2026/hybrid/hybrid_rules_candidates_llm_adjudicator.py,hybrid-rules-adjudicator,runner,superseded-candidate,rules-candidates LLM adjudicator lineage — named superseded-candidate
src/clinical_extraction/tasks/seizure_frequency/gan2026/hybrid/reset_clinical_assessment_pipeline.py,hybrid-reset-current,runner,canonical,canonical hybrid runner per selection decision
src/clinical_extraction/tasks/seizure_frequency/gan2026/hybrid/staged_assembly_v1.py,hybrid-staged-v1,runner,superseded-candidate,v1 staged-assembly lineage — named superseded-candidate in canonical-runner selection
src/clinical_extraction/tasks/seizure_frequency/gan2026/hybrid/staged_hybrid_assembly.py,hybrid-staged-v0,runner,superseded-candidate,v0 staged-hybrid assembly lineage — named superseded-candidate in canonical-runner selection
src/clinical_extraction/tasks/seizure_frequency/gan2026/labels.py,shared-infrastructure,component,shared-keep,shared label normalization/derivation helpers used across architectures
src/clinical_extraction/tasks/seizure_frequency/gan2026/llm/__init__.py,shared-infrastructure,doc,shared-keep,package init for llm/ — exports shared across llm-only and hybrid lineages
src/clinical_extraction/tasks/seizure_frequency/gan2026/llm/claim_table_parser.py,llm-only,component,superseded-candidate,exclusive support module for superseded-candidate llm_only_claim_table_selector — likely removable alongside it (audit in Phase C)
src/clinical_extraction/tasks/seizure_frequency/gan2026/llm/llm_candidate_set_clinical_assessment_probe.py,shared-infrastructure,component,shared-keep,"CandidateSet clinical-assessment probe — actively modified in current branch (see git status); architecture-reset-era shared probe, not lineage-exclusive"
src/clinical_extraction/tasks/seizure_frequency/gan2026/llm/llm_candidate_set_selector_schema_probe.py,shared-infrastructure,component,shared-keep,"CandidateSet selector schema probe — architecture-reset-era shared probe used across exploration, not lineage-exclusive"
src/clinical_extraction/tasks/seizure_frequency/gan2026/llm/llm_extracted_candidate_schema_probe.py,shared-infrastructure,component,shared-keep,"candidate-set extractor schema probe for the architecture-reset contract — shared probe, not lineage-exclusive"
src/clinical_extraction/tasks/seizure_frequency/gan2026/llm/llm_heavy_clinical_frequency_reasoner.py,llm-only,experiment-artifact,needs-decision,early LLM-heavy reasoner smoke; predates llm_only_* naming convention — no clear current dependents found; verify in Phase C whether retired or folded
src/clinical_extraction/tasks/seizure_frequency/gan2026/llm/llm_heavy_evidence_selection_with_deterministic_adapters.py,hybrid-reset-current,experiment-artifact,needs-decision,Decision-0007 LLM-heavy evidence-selection-with-adapters experiment — hybrid-shaped but predates reset pipeline naming; verify lineage/owner in Phase C
src/clinical_extraction/tasks/seizure_frequency/gan2026/llm/llm_only_claim_table_selector.py,llm-only,runner,superseded-candidate,named superseded-candidate (non-canonical llm_only_*)
src/clinical_extraction/tasks/seizure_frequency/gan2026/llm/llm_only_direct_labeler.py,llm-only,runner,superseded-candidate,named superseded-candidate (non-canonical llm_only_*)
src/clinical_extraction/tasks/seizure_frequency/gan2026/llm/llm_only_minimal_evidence_selector.py,llm-only,runner,shared-keep,"retained Option-B fully-LLM comparator per selection decision (second comparator, not 'extra')"
src/clinical_extraction/tasks/seizure_frequency/gan2026/llm/llm_only_rich_selected_state_reasoner.py,llm-only,runner,superseded-candidate,named superseded-candidate (non-canonical llm_only_*)
src/clinical_extraction/tasks/seizure_frequency/gan2026/llm/llm_only_simplified_selected_state_reasoner.py,llm-only,runner,superseded-candidate,named superseded-candidate (non-canonical llm_only_*)
src/clinical_extraction/tasks/seizure_frequency/gan2026/llm/llm_only_sparse_operands_selected_state_reasoner.py,llm-only,runner,superseded-candidate,named superseded-candidate (non-canonical llm_only_*)
src/clinical_extraction/tasks/seizure_frequency/gan2026/llm/llm_only_structured_events.py,llm-only,runner,canonical,canonical fully-LLM Option-A runner per selection decision
src/clinical_extraction/tasks/seizure_frequency/gan2026/llm/llm_only_structured_events_repair_ablation.py,llm-only,runner,superseded-candidate,companion ablation harness for canonical structured_events — likely folds into lineage doc per selection note; flagged superseded-candidate pending Phase C check of whether it remains the active ablation mechanism
src/clinical_extraction/tasks/seizure_frequency/gan2026/llm/llm_only_typed_adapter_reasoner.py,llm-only,runner,superseded-candidate,named superseded-candidate (non-canonical llm_only_*)
src/clinical_extraction/tasks/seizure_frequency/gan2026/llm/llm_only_typed_operations_reasoner.py,llm-only,runner,superseded-candidate,named superseded-candidate (non-canonical llm_only_*)
src/clinical_extraction/tasks/seizure_frequency/gan2026/llm/llm_structured_monthly_diary.py,llm-only,component,canonical,exclusive support module for canonical llm_only_structured_events (monthly-diary repair helpers)
src/clinical_extraction/tasks/seizure_frequency/gan2026/llm/llm_structured_repair_families.py,llm-only,component,canonical,exclusive support module for canonical llm_only_structured_events (repair-family helpers)
src/clinical_extraction/tasks/seizure_frequency/gan2026/llm/llm_structured_temporal.py,llm-only,component,canonical,exclusive support module for canonical llm_only_structured_events / its support modules (temporal helpers)
src/clinical_extraction/tasks/seizure_frequency/gan2026/llm_config.py,shared-infrastructure,component,shared-keep,shared LLM/dspy configuration used by all LLM-touching runners
src/clinical_extraction/tasks/seizure_frequency/gan2026/normalize.py,shared-infrastructure,component,shared-keep,shared normalize stage — composed by pipeline_v1 and the reset pipeline; canonical 'Normalize' stage
src/clinical_extraction/tasks/seizure_frequency/gan2026/observatory/__init__.py,shared-infrastructure,doc,shared-keep,package init for observatory/
src/clinical_extraction/tasks/seizure_frequency/gan2026/observatory/api.py,shared-infrastructure,component,shared-keep,observatory backend (api.py registers _PIPELINE_FAMILIES referencing canonical AND superseded runners — audit registry entries in Phase C; server.py is its host)
src/clinical_extraction/tasks/seizure_frequency/gan2026/observatory/server.py,shared-infrastructure,component,shared-keep,observatory backend (api.py registers _PIPELINE_FAMILIES referencing canonical AND superseded runners — audit registry entries in Phase C; server.py is its host)
src/clinical_extraction/tasks/seizure_frequency/gan2026/pipeline_v1.py,deterministic,runner,canonical,canonical deterministic runner (Gan2026PipelineV1) per selection decision
src/clinical_extraction/tasks/seizure_frequency/gan2026/reports/__init__.py,shared-infrastructure,doc,shared-keep,package init for reports/
src/clinical_extraction/tasks/seizure_frequency/gan2026/reports/base.py,shared-infrastructure,report,shared-keep,shared Markdown report helpers — base for all report writers
src/clinical_extraction/tasks/seizure_frequency/gan2026/reports/claim_table_report.py,llm-only,report,superseded-candidate,report writer exclusively for superseded llm_only_claim_table_selector — candidate for removal alongside it
src/clinical_extraction/tasks/seizure_frequency/gan2026/reports/hybrid_adjudicator_report.py,hybrid-rules-adjudicator,report,superseded-candidate,report writer exclusively for superseded hybrid_rules_candidates_llm_adjudicator — candidate for removal alongside it
src/clinical_extraction/tasks/seizure_frequency/gan2026/reports/llm_structured_events_report.py,llm-only,report,canonical,report writer for canonical llm_only_structured_events
src/clinical_extraction/tasks/seizure_frequency/gan2026/reports/minimal_evidence_report.py,llm-only,report,shared-keep,report writer for retained Option-B comparator llm_only_minimal_evidence_selector
src/clinical_extraction/tasks/seizure_frequency/gan2026/selected_evidence/__init__.py,shared-infrastructure,doc,shared-keep,package init for selected_evidence/
src/clinical_extraction/tasks/seizure_frequency/gan2026/selected_evidence/final_label_projection.py,shared-infrastructure,component,shared-keep,selected-evidence derivation/projection helpers — shared component layer used by reset pipeline and analyzers
src/clinical_extraction/tasks/seizure_frequency/gan2026/selected_evidence/selected_evidence_cluster.py,shared-infrastructure,component,shared-keep,selected-evidence derivation/projection helpers — shared component layer used by reset pipeline and analyzers
src/clinical_extraction/tasks/seizure_frequency/gan2026/selected_evidence/selected_evidence_derivation.py,shared-infrastructure,component,shared-keep,selected-evidence derivation/projection helpers — shared component layer used by reset pipeline and analyzers
src/clinical_extraction/tasks/seizure_frequency/gan2026/selected_evidence/selected_evidence_monthly_diary.py,shared-infrastructure,component,shared-keep,selected-evidence derivation/projection helpers — shared component layer used by reset pipeline and analyzers
src/clinical_extraction/tasks/seizure_frequency/gan2026/selected_evidence/selected_evidence_rate.py,shared-infrastructure,component,shared-keep,selected-evidence derivation/projection helpers — shared component layer used by reset pipeline and analyzers
src/clinical_extraction/tasks/seizure_frequency/gan2026/selected_evidence/selected_evidence_text.py,shared-infrastructure,component,shared-keep,selected-evidence derivation/projection helpers — shared component layer used by reset pipeline and analyzers
src/clinical_extraction/tasks/seizure_frequency/gan2026/selected_evidence/selected_evidence_window.py,shared-infrastructure,component,shared-keep,selected-evidence derivation/projection helpers — shared component layer used by reset pipeline and analyzers
src/clinical_extraction/tasks/seizure_frequency/gan2026/state_graph/__init__.py,shared-infrastructure,doc,shared-keep,package init for state_graph/
src/clinical_extraction/tasks/seizure_frequency/gan2026/state_graph/coverage.py,shared-infrastructure,component,shared-keep,state-graph core (graph/coverage/projection) — shared infrastructure used across hybrid lineages and analyzers
src/clinical_extraction/tasks/seizure_frequency/gan2026/state_graph/graph.py,shared-infrastructure,component,shared-keep,state-graph core (graph/coverage/projection) — shared infrastructure used across hybrid lineages and analyzers
src/clinical_extraction/tasks/seizure_frequency/gan2026/state_graph/projection.py,shared-infrastructure,component,shared-keep,state-graph core (graph/coverage/projection) — shared infrastructure used across hybrid lineages and analyzers
tests/test_gan2026_architecture_component_ablation.py,hybrid-rules-adjudicator,test,needs-decision,tests architecture_component_ablation.py (hybrid-rules-adjudicator/needs-decision)
tests/test_gan2026_artifact_io.py,shared-infrastructure,test,shared-keep,tests artifact_io.py (shared-infrastructure/shared-keep)
tests/test_gan2026_atlas_hard_slice_diagnostic.py,hybrid-reset-current,test,shared-keep,tests atlas_hard_slice_diagnostic.py (hybrid-reset-current/shared-keep)
tests/test_gan2026_benchmark_prediction_repair_policy.py,shared-infrastructure,test,shared-keep,tests benchmark_prediction_repair.py (shared-infrastructure/shared-keep)
tests/test_gan2026_benchmark_renderer_fixture.py,hybrid-staged-v0,test,needs-decision,tests benchmark_renderer_fixture.py (hybrid-staged-v0/needs-decision)
tests/test_gan2026_boundary_benchmark_candidate_assembly.py,hybrid-staged-v1,test,needs-decision,tests boundary_benchmark_candidate_assembly.py (hybrid-staged-v1/needs-decision)
tests/test_gan2026_boundary_benchmark_contract.py,hybrid-staged-v1,test,needs-decision,tests boundary_benchmark_contract.py (hybrid-staged-v1/needs-decision)
tests/test_gan2026_boundary_benchmark_h3_h7_full_test.py,hybrid-staged-v1,test,needs-decision,tests boundary_benchmark_h3_h7_full_test.py (hybrid-staged-v1/needs-decision)
tests/test_gan2026_boundary_benchmark_seed_panel.py,hybrid-staged-v1,test,needs-decision,tests boundary_benchmark_seed_panel.py (hybrid-staged-v1/needs-decision)
tests/test_gan2026_boundary_benchmark_validation_contract.py,hybrid-staged-v1,test,needs-decision,tests boundary_benchmark_validation_contract.py (hybrid-staged-v1/needs-decision)
tests/test_gan2026_boundary_benchmark_validation_panel.py,hybrid-staged-v1,test,needs-decision,tests boundary_benchmark_validation_panel.py (hybrid-staged-v1/needs-decision)
tests/test_gan2026_boundary_event_contract.py,hybrid-staged-v1,test,needs-decision,tests boundary_event_contract.py (hybrid-staged-v1/needs-decision)
tests/test_gan2026_boundary_event_validation_panel.py,hybrid-staged-v1,test,needs-decision,tests boundary_event_validation_panel.py (hybrid-staged-v1/needs-decision)
tests/test_gan2026_boundary_renderer_component_ablation.py,hybrid-staged-v1,test,needs-decision,tests boundary_renderer_component_ablation.py (hybrid-staged-v1/needs-decision)
tests/test_gan2026_boundary_selector_precision_revision.py,hybrid-staged-v1,test,needs-decision,tests boundary_selector_precision_revision.py (hybrid-staged-v1/needs-decision)
tests/test_gan2026_boundary_state_graph_builder.py,shared-infrastructure,test,shared-keep,tests boundary_state_graph_builder.py (shared-infrastructure/shared-keep)
tests/test_gan2026_boundary_state_graph_replay.py,hybrid-reset-current,test,shared-keep,tests boundary_state_graph_replay.py (hybrid-reset-current/shared-keep)
tests/test_gan2026_candidate_discovery_matrix.py,hybrid-parallel-state,test,needs-decision,tests candidate_discovery_matrix.py (hybrid-parallel-state/needs-decision)
tests/test_gan2026_candidate_set_comparison.py,hybrid-reset-current,test,shared-keep,tests candidate_set_comparison.py (hybrid-reset-current/shared-keep)
tests/test_gan2026_candidate_set_contract.py,shared-infrastructure,test,shared-keep,tests candidate_set.py (shared-infrastructure/shared-keep)
tests/test_gan2026_candidate_set_diagnostics.py,hybrid-reset-current,test,shared-keep,tests candidate_set_diagnostics.py (hybrid-reset-current/shared-keep)
tests/test_gan2026_candidate_set_union.py,hybrid-reset-current,test,shared-keep,tests candidate_set_union.py (hybrid-reset-current/shared-keep)
tests/test_gan2026_candidate_union.py,hybrid-reset-current,test,shared-keep,tests candidate_union.py (hybrid-reset-current/shared-keep)
tests/test_gan2026_claim_table_component_ablation.py,llm-only,test,needs-decision,tests claim_table_component_ablation.py (llm-only/needs-decision)
tests/test_gan2026_clinical_assessment_contract.py,shared-infrastructure,test,shared-keep,tests clinical_assessment.py (shared-infrastructure/shared-keep)
tests/test_gan2026_clinical_assessment_diagnostics.py,hybrid-reset-current,test,shared-keep,tests clinical_assessment_diagnostics.py (hybrid-reset-current/shared-keep)
tests/test_gan2026_clinical_assessment_first_verifier_experiment.py,hybrid-reset-current,test,shared-keep,tests clinical_assessment_first_verifier_experiment.py (hybrid-reset-current/shared-keep)
tests/test_gan2026_clinical_assessment_first_verifier_report.py,hybrid-reset-current,test,shared-keep,tests clinical_assessment_first_verifier_report.py (hybrid-reset-current/shared-keep)
tests/test_gan2026_clinical_assessment_projection_render.py,hybrid-reset-current,test,canonical,tests clinical_assessment_projection_render.py (hybrid-reset-current/canonical)
tests/test_gan2026_clinical_assessment_projection_score.py,hybrid-reset-current,test,canonical,tests clinical_assessment_projection_score.py (hybrid-reset-current/canonical)
tests/test_gan2026_clinical_assessment_verification_decision.py,hybrid-reset-current,test,canonical,tests clinical_assessment_verification_decision.py (hybrid-reset-current/canonical)
tests/test_gan2026_clinical_assessment_verification_route.py,hybrid-reset-current,test,canonical,tests clinical_assessment_verification_route.py (hybrid-reset-current/canonical)
tests/test_gan2026_component_abstention_policy_predeclaration.py,hybrid-staged-v0,test,needs-decision,tests abstention_policy_predeclaration.py (hybrid-staged-v0/needs-decision)
tests/test_gan2026_component_assembly_failure_recoverability.py,hybrid-staged-v0,test,needs-decision,tests assembly_failure_recoverability.py (hybrid-staged-v0/needs-decision)
tests/test_gan2026_component_candidate_union_ranker_ablation.py,hybrid-staged-v0,test,needs-decision,tests candidate_union_ranker_ablation.py (hybrid-staged-v0/needs-decision)
